City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,hambantota,6.1241,81.1185,26.19,94,40,3.09,LK,1676782681
363,broken hill,-31.95,141.4333,33.06,13,0,5.21,AU,1676782682
364,sakaiminato,35.55,133.2333,10.99,82,75,5.66,JP,1676782683
365,san ignacio,17.1561,-89.0714,24.08,88,0,0.0,BZ,1676782559
366,lubango,-14.9172,13.4925,14.0,22,90,1.18,AO,1676782468
367,nizhniy tsasuchey,50.5167,115.1333,-9.84,53,9,7.13,RU,1676782685
368,jati,24.3539,68.2671,28.19,28,28,3.55,PK,1676782686
369,mogadishu,2.0371,45.3438,23.93,83,0,6.17,SO,1676782397
370,rupert,42.6191,-113.6772,0.97,60,100,3.09,US,1676782688
371,riyadh,24.6877,46.7219,8.08,24,54,3.63,SA,1676782644
372,baijiantan,45.6333,85.1833,-9.69,84,100,1.14,CN,1676782689
373,ambon,-3.6954,128.1814,28.08,78,40,1.54,ID,1676782690
374,hede,33.7681,120.2517,7.1,35,1,5.39,CN,1676782691
375,palmer,42.1584,-72.3287,1.8,59,0,2.57,US,1676782692
376,tondela,40.5167,-8.0833,10.64,62,99,2.36,PT,1676782693
377,sandi,27.3,79.95,24.43,45,0,1.35,IN,1676782694
378,capao da canoa,-29.7456,-50.0097,16.81,58,73,0.91,BR,1676782612
379,kota kinabalu,5.9749,116.0724,30.99,74,20,3.09,MY,1676782695
380,vao,-22.6667,167.4833,24.84,67,59,7.46,NC,1676782696
381,port augusta,-32.5,137.7667,34.32,17,0,6.42,AU,1676782698
382,susehri,40.1644,38.0867,-1.06,96,100,1.08,TR,1676782699
383,sudzha,51.1976,35.2726,0.56,89,100,5.84,RU,1676782701
384,nizhneangarsk,55.7833,109.55,-14.73,70,6,0.34,RU,1676782702
385,brae,60.3964,-1.353,6.03,74,89,4.89,GB,1676782703
386,halifax,44.6453,-63.5724,-5.0,83,25,4.12,CA,1676782442
387,ossora,59.2353,163.0719,-19.56,85,100,1.62,RU,1676782705
388,ilesha,7.1371,5.2583,19.52,45,66,0.83,NG,1676782706
389,shingu,33.7333,135.9833,14.51,85,99,5.0,JP,1676782707
390,zhuhai,22.2769,113.5678,27.7,73,20,2.06,CN,1676782707
391,maun,-19.9833,23.4167,20.45,94,100,1.19,BW,1676782709
392,lake wales,27.9014,-81.5859,16.97,75,100,4.63,US,1676782603
393,along,28.1667,94.7667,26.89,38,46,0.95,IN,1676782710
394,whitecourt,54.1502,-115.6855,-7.42,100,100,1.54,CA,1676782559
395,troitsk,54.0979,61.5773,-23.32,100,93,0.89,RU,1676782712
396,bucerias,20.75,-105.3333,22.77,82,0,1.24,MX,1676782713
397,biala podlaska,52.0324,23.1165,1.69,75,72,5.57,PL,1676782714
398,vostok,46.4856,135.8833,-11.07,79,100,2.51,RU,1676782715
399,esna,25.2934,32.554,8.01,34,56,3.41,EG,1676782716
400,high rock,26.6208,-78.2833,20.01,78,99,6.24,BS,1676782717
401,corpus christi,27.8006,-97.3964,15.99,88,40,1.54,US,1676782553
402,mount gambier,-37.8333,140.7667,25.41,35,0,5.07,AU,1676782718
403,pangnirtung,66.1451,-65.7125,-39.68,98,98,1.34,CA,1676782719
404,arys,42.4252,68.795,4.64,62,100,3.04,KZ,1676782720
405,pospelikha,51.95,81.7667,-9.07,91,100,1.28,RU,1676782720
406,locri,38.2414,16.2623,10.18,84,0,5.09,IT,1676782721
407,hami,42.8,93.45,1.88,19,100,1.38,CN,1676782567
408,nhulunbuy,-12.2333,136.7667,30.34,70,75,5.66,AU,1676782722
409,norman wells,65.282,-126.8329,-25.98,76,75,0.0,CA,1676782723
410,padang,-0.9492,100.3543,30.03,71,88,3.08,ID,1676782724
411,alofi,-19.0595,-169.9187,29.94,66,71,4.12,NU,1676782725
412,abha,18.2164,42.5053,8.9,66,0,0.0,SA,1676782725
413,ballina,-28.8667,153.5667,28.34,68,48,4.23,AU,1676782457
414,bambanglipuro,-7.95,110.2833,29.44,66,58,5.62,ID,1676782727
415,klaksvik,62.2266,-6.589,3.51,87,100,7.0,FO,1676782727
416,paris,48.8534,2.3488,11.1,83,100,4.63,FR,1676782260
417,sikonge,-5.6333,32.7667,19.14,85,100,2.07,TZ,1676782728
418,omsukchan,62.5333,155.8,-29.46,95,100,2.07,RU,1676782729
419,manbij,36.5281,37.9549,4.52,72,6,2.11,SY,1676782730
420,camana,-16.6228,-72.7111,24.2,86,39,2.82,PE,1676782730
421,rapid valley,44.0625,-103.1463,2.99,44,0,3.6,US,1676782731
422,burns lake,54.2331,-125.7533,-2.32,96,100,1.6,CA,1676782732
423,tiarei,-17.5333,-149.3333,29.01,75,11,2.93,PF,1676782732
424,ormara,25.2088,64.6357,25.13,50,14,3.17,PK,1676782733
425,bourail,-21.5667,165.4833,27.57,57,26,5.67,NC,1676782734
426,nur,52.6683,22.3221,0.97,81,85,5.83,PL,1676782734
427,belaya gora,68.5333,146.4167,-37.37,98,90,0.83,RU,1676782735
428,banepa,27.6298,85.5214,18.96,48,20,1.54,NP,1676782736
429,broome,42.2506,-75.833,1.33,63,0,3.09,US,1676782737
430,sola,-13.8833,167.55,27.49,75,93,5.01,VU,1676782737
431,sayaxche,16.5167,-90.1667,20.88,88,95,0.89,GT,1676782738
432,taupo,-38.6833,176.0833,23.02,39,5,0.69,NZ,1676782680
433,rongcheng,30.634,117.8517,11.93,64,100,3.41,CN,1676782739
434,bengkulu,-3.8004,102.2655,29.07,67,88,3.39,ID,1676782741
435,berlevag,70.8578,29.0864,-1.0,80,100,3.6,NO,1676782742
436,holme,56.1138,10.1725,0.66,84,100,5.65,DK,1676782743
437,maswa,-2.6833,33.9833,20.65,55,62,2.17,TZ,1676782744
438,touros,-5.1989,-35.4608,25.45,82,82,3.34,BR,1676782639
439,umm lajj,25.0213,37.2685,23.07,37,100,2.28,SA,1676782745
440,tazovskiy,67.4667,78.7,-17.45,96,44,3.57,RU,1676782746
441,westport,41.1415,-73.3579,3.81,55,38,3.58,US,1676782747
442,komsomolskiy,40.4272,71.7189,5.4,87,40,1.03,UZ,1676782748
443,candolim,15.5181,73.7626,27.0,78,20,3.09,IN,1676782748
444,sokolo,14.7328,-6.1219,22.24,15,60,4.36,ML,1676782749
445,aklavik,68.2191,-135.0107,-22.83,98,100,3.26,CA,1676782749
446,requena,39.4883,-1.1004,4.18,55,13,1.11,ES,1676782750
447,airai,-8.9266,125.4092,21.49,73,99,1.27,TL,1676782751
448,tadine,-21.55,167.8833,26.6,64,7,7.23,NC,1676782751
449,kulhudhuffushi,6.6221,73.07,27.03,59,79,3.73,MV,1676782752
450,khani,41.9563,42.9566,-2.24,91,100,1.5,GE,1676782753
451,lyuban,52.7985,28.0048,1.18,73,84,7.8,BY,1676782754
452,dire,12.2833,-10.9667,24.2,16,88,1.17,ML,1676782754
453,san carlos de bariloche,-41.1456,-71.3082,13.86,62,0,8.75,AR,1676782755
454,kentville,45.0835,-64.4988,-3.66,81,36,4.12,CA,1676782755
455,maniitsoq,65.4167,-52.9,-6.21,96,100,4.6,GL,1676782756
456,whitehorse,60.7161,-135.0538,-3.57,86,75,7.2,CA,1676782757
457,pemba,-12.974,40.5178,24.39,94,75,5.81,MZ,1676782757
458,zimmi,7.3153,-11.3061,22.76,94,9,0.62,SL,1676782758
459,kaset sombun,16.2805,101.9542,31.4,36,24,3.02,TH,1676782758
460,payson,40.0444,-111.7321,2.37,65,0,4.12,US,1676782759
461,mudgee,-32.5943,149.5871,34.42,26,1,2.64,AU,1676782760
462,meulaboh,4.1363,96.1285,29.59,65,39,1.86,ID,1676782760
463,catalao,-18.1658,-47.9464,18.38,95,94,1.16,BR,1676782762
464,vaitape,-16.5167,-151.75,28.05,69,6,4.15,PF,1676782762
465,prince rupert,54.3161,-130.3201,3.83,100,100,13.38,CA,1676782763
466,akyab,20.15,92.9,25.88,42,0,1.06,MM,1676782764
467,margate,51.3813,1.3862,9.83,76,76,3.13,GB,1676782765
468,miramar,25.9873,-80.2323,24.01,80,20,5.14,US,1676782765
469,pringsewu,-5.3582,104.9744,30.45,65,98,0.27,ID,1676782766
470,havre-saint-pierre,50.2334,-63.5986,-8.0,78,100,4.12,CA,1676782767
471,el sauce,12.8869,-86.539,24.41,62,35,4.52,NI,1676782768
472,vilhena,-12.7406,-60.1458,17.8,98,98,1.83,BR,1676782769
473,nyurba,63.2842,118.3319,-22.88,91,49,2.51,RU,1676782769
474,mardan,34.2019,72.0525,21.02,37,70,0.04,PK,1676782770
475,winnemucca,40.973,-117.7357,2.77,42,100,2.17,US,1676782771
476,alihe,50.5667,123.7167,-8.91,69,100,2.25,CN,1676782772
477,fort nelson,58.8053,-122.7002,-16.14,87,100,2.57,CA,1676782772
478,baruun-urt,46.6806,113.2792,-10.95,54,0,6.96,MN,1676782773
479,havelock,34.8791,-76.9013,8.29,100,0,0.0,US,1676782774
480,beloha,-25.1667,45.05,27.24,67,61,0.62,MG,1676782774
481,kabare,-2.4683,28.8242,17.24,78,61,0.74,CD,1676782775
482,khunti,23.0833,85.2833,24.06,31,0,2.18,IN,1676782776
483,port antonio,18.18,-76.4612,24.97,81,39,6.65,JM,1676782777
484,brokopondo,4.75,-55.1667,23.0,92,100,3.02,SR,1676782777
485,kirakira,-10.4544,161.9205,28.55,75,94,1.81,SB,1676782780
486,castleisland,52.2333,-9.4667,6.38,95,99,2.25,IE,1676782781
487,the valley,18.217,-63.0578,25.05,67,10,10.66,AI,1676782782
488,sao filipe,14.8961,-24.4956,21.29,74,84,4.71,CV,1676782782
489,kieta,-6.2167,155.6333,27.84,79,99,1.41,PG,1676782783
490,thohoyandou,-22.9456,30.485,20.57,94,100,1.97,ZA,1676782783
491,angoche,-16.2325,39.9086,25.97,82,100,2.9,MZ,1676782784
492,lima,-12.0432,-77.0282,26.06,75,0,5.14,PE,1676782226
493,labuhan,-6.8844,112.2051,29.98,69,84,4.73,ID,1676782785
494,olbia,40.9214,9.4856,7.03,93,0,2.57,IT,1676782786
495,kaya,13.0917,-1.0844,19.78,16,81,4.44,BF,1676782787
496,ola,59.5833,151.2833,-18.01,79,0,3.05,RU,1676782787
497,santa rosa,14.3122,121.1114,25.01,86,100,1.81,PH,1676782642
498,natal,-5.795,-35.2094,26.12,78,20,2.57,BR,1676782788
499,luanda,-8.8368,13.2343,26.0,83,40,2.06,AO,1676782789
500,dehloran,32.6941,47.2679,11.3,40,0,0.72,IR,1676782790
501,chiang klang,19.2938,100.8617,33.9,23,0,0.96,TH,1676782791
502,bloemfontein,-29.1211,26.214,14.71,94,40,1.03,ZA,1676782741
503,bestobe,52.4994,73.0975,-11.92,93,90,4.09,KZ,1676782792
504,smithers,54.7804,-127.1743,0.18,93,100,1.54,CA,1676782792
505,kidal,18.4411,1.4078,16.57,17,0,5.71,ML,1676782793
506,namibe,-15.1961,12.1522,19.85,74,100,2.3,AO,1676782794
507,poum,-20.2333,164.0167,26.25,67,7,3.81,NC,1676782794
508,kunming,25.0389,102.7183,5.96,87,100,5.0,CN,1676782795
509,canatlan,24.5167,-104.7833,11.53,32,90,1.6,MX,1676782796
510,kahului,20.8947,-156.47,24.36,83,40,2.06,US,1676782796
511,severo-yeniseyskiy,60.3725,93.0408,-9.43,91,91,1.71,RU,1676782797
512,inuvik,68.3499,-133.7218,-23.52,80,100,3.6,CA,1676782798
513,barkly west,-28.5354,24.5215,18.6,74,1,4.34,ZA,1676782799
514,tigil,57.8,158.6667,-16.2,89,100,0.85,RU,1676782800
515,hailar,49.2,119.7,-15.36,89,84,4.43,CN,1676782802
516,bage,-31.3314,-54.1069,9.88,66,0,3.09,BR,1676782806
517,moranbah,-22.0016,148.0466,29.34,44,100,5.31,AU,1676782815
518,nanchang,28.6833,115.8833,14.57,53,100,5.99,CN,1676782818
519,cicevac,43.7188,21.4408,6.29,82,19,1.2,RS,1676782830
520,anadyr,64.75,177.4833,-23.72,76,0,2.0,RU,1676782833
521,inayawan,10.2714,123.8612,29.03,74,75,6.69,PH,1676782835
522,aykhal,66.0,111.5,-20.65,83,49,1.7,RU,1676782837
523,kamariotissa,40.4833,25.4667,13.09,85,9,4.66,GR,1676782838
524,brigantine,39.4101,-74.3646,3.89,73,28,3.92,US,1676782842
525,muros,42.7762,-9.0603,10.47,80,10,3.22,ES,1676782844
526,mackay,-21.15,149.2,27.51,61,44,6.3,AU,1676782845
527,bonthe,7.5264,-12.505,23.63,92,39,1.28,SL,1676782847
528,marawi,7.9986,124.2928,28.46,58,87,2.22,PH,1676782848
529,grande prairie,55.1667,-118.8027,-11.9,85,100,2.57,CA,1676782831
530,bandarbeyla,9.4942,50.8122,24.95,73,4,8.11,SO,1676782851
531,grindavik,63.8424,-22.4338,3.26,81,75,5.14,IS,1676782852
532,kapoeta,4.7717,33.5903,29.03,29,100,7.53,SS,1676782853
533,ambulu,-8.345,113.6058,29.41,69,52,4.27,ID,1676782854
534,novaya bryan,51.7159,108.2691,-9.66,67,62,4.74,RU,1676782855
535,los llanos de aridane,28.6585,-17.9182,14.86,77,75,5.14,ES,1676782856
536,saint-joseph,-21.3667,55.6167,29.15,74,63,4.29,RE,1676782724
537,podporozhye,60.9112,34.1706,-7.07,86,88,5.06,RU,1676782858
538,ihosy,-22.4,46.1167,22.79,88,89,1.84,MG,1676782858
539,odemira,37.598,-8.6397,13.42,85,93,1.96,PT,1676782860
540,oranjemund,-28.55,16.4333,18.53,77,100,1.13,NA,1676782860
541,aitape,-3.1374,142.3475,28.22,73,95,2.68,PG,1676782861
542,olafsvik,64.8945,-23.7142,1.87,98,100,5.87,IS,1676782846
543,korla,41.7597,86.1469,0.63,70,100,1.6,CN,1676782865
544,bilibino,68.0546,166.4372,-21.42,99,100,0.24,RU,1676782866
545,silifke,36.3778,33.9344,9.99,82,58,1.71,TR,1676782867
546,nong chik,6.8436,101.178,29.09,64,91,4.79,TH,1676782869
547,camacha,33.0833,-16.3333,13.68,82,20,4.63,PT,1676782873
548,bagnolo mella,45.4291,10.1844,8.4,92,85,1.03,IT,1676782877
549,darovskoy,58.77,47.9564,-21.12,100,100,2.2,RU,1676782879
550,paita,-5.0892,-81.1144,25.02,79,82,3.76,PE,1676782880
551,northampton,40.8754,-75.2499,1.3,69,42,1.88,US,1676782882
552,alyangula,-13.8483,136.4192,29.55,70,100,3.96,AU,1676782885
